University Index,University,Count,Year,Type
21,TDMugI,0.0,2020,Web of Science ýa-da Scopus
1,TDLU,30.0,2020,Jemi
2,TDEI,40.0,2020,Jemi
3,TITUKI,1.0,2020,Jemi
4,HGI,0.0,2020,Jemi
5,TTweII,6.0,2020,Jemi
6,HYYÖU,3.0,2020,Jemi
7,HNGU,52.0,2020,Jemi
8,TDBGI,78.0,2020,Jemi
9,TDMI,0.0,2020,Jemi
10,TDBSI,5.0,2020,Jemi
11,TDMaI,40.0,2020,Jemi
12,TDYDI,10.0,2020,Jemi
13,TDU,48.0,2020,Jemi
14,TMDDI,9.0,2020,Jemi
15,TOHI,0.0,2020,Jemi
16,TOHU,2.0,2020,Jemi
17,TITU,0.0,2020,Jemi
18,HAA,0.0,2020,Jemi
19,TDÇA,0.0,2020,Jemi
20,TMK,4.0,2020,Jemi
21,TDMugI,5.0,2020,Jemi
1,TDLU,18.0,2021,Elibrary.ru
2,TDEI,58.0,2021,Elibrary.ru
3,TITUKI,4.0,2021,Elibrary.ru
4,HGI,1.0,2021,Elibrary.ru
5,TTweII,62.0,2021,Elibrary.ru
6,HYYÖU,3.0,2021,Elibrary.ru
7,HNGU,19.0,2021,Elibrary.ru
8,TDBGI,37.0,2021,Elibrary.ru
9,TDMI,2.0,2021,Elibrary.ru
10,TDBSI,16.0,2021,Elibrary.ru
11,TDMaI,98.0,2021,Elibrary.ru
12,TDYDI,82.0,2021,Elibrary.ru
13,TDU,51.0,2021,Elibrary.ru
14,TMDDI,15.0,2021,Elibrary.ru
15,TOHI,0.0,2021,Elibrary.ru
16,TOHU,11.0,2021,Elibrary.ru
17,TITU,1.0,2021,Elibrary.ru
18,HAA,0.0,2021,Elibrary.ru
19,TDÇA,1.0,2021,Elibrary.ru
20,TMK,9.0,2021,Elibrary.ru
21,TDMugI,6.0,2021,Elibrary.ru
1,TDLU,2.0,2021,РИНЦ
2,TDEI,28.0,2021,РИНЦ
3,TITUKI,2.0,2021,РИНЦ
4,HGI,1.0,2021,РИНЦ
5,TTweII,30.0,2021,РИНЦ
6,HYYÖU,1.0,2021,РИНЦ
7,HNGU,9.0,2021,РИНЦ
8,TDBGI,6.0,2021,РИНЦ
9,TDMI,2.0,2021,РИНЦ
10,TDBSI,12.0,2021,РИНЦ
11,TDMaI,9.0,2021,РИНЦ
12,TDYDI,13.0,2021,РИНЦ
13,TDU,34.0,2021,РИНЦ
14,TMDDI,6.0,2021,РИНЦ
15,TOHI,0.0,2021,РИНЦ
16,TOHU,1.0,2021,РИНЦ
17,TITU,0.0,2021,РИНЦ
18,HAA,0.0,2021,РИНЦ
19,TDÇA,1.0,2021,РИНЦ
20,TMK,7.0,2021,РИНЦ
21,TDMugI,6.0,2021,РИНЦ
1,TDLU,0.0,2021,Web of Science ýa-da Scopus
2,TDEI,0.0,2021,Web of Science ýa-da Scopus
3,TITUKI,0.0,2021,Web of Science ýa-da Scopus
4,HGI,0.0,2021,Web of Science ýa-da Scopus
5,TTweII,0.0,2021,Web of Science ýa-da Scopus
6,HYYÖU,0.0,2021,Web of Science ýa-da Scopus
7,HNGU,0.0,2021,Web of Science ýa-da Scopus
8,TDBGI,2.0,2021,Web of Science ýa-da Scopus
9,TDMI,0.0,2021,Web of Science ýa-da Scopus
10,TDBSI,0.0,2021,Web of Science ýa-da Scopus
11,TDMaI,0.0,2021,Web of Science ýa-da Scopus
12,TDYDI,0.0,2021,Web of Science ýa-da Scopus
13,TDU,1.0,2021,Web of Science ýa-da Scopus
14,TMDDI,0.0,2021,Web of Science ýa-da Scopus
15,TOHI,0.0,2021,Web of Science ýa-da Scopus
16,TOHU,0.0,2021,Web of Science ýa-da Scopus
17,TITU,0.0,2021,Web of Science ýa-da Scopus
18,HAA,0.0,2021,Web of Science ýa-da Scopus
19,TDÇA,0.0,2021,Web of Science ýa-da Scopus
20,TMK,0.0,2021,Web of Science ýa-da Scopus
21,TDMugI,0.0,2021,Web of Science ýa-da Scopus
1,TDLU,20.0,2021,Jemi
2,TDEI,86.0,2021,Jemi
3,TITUKI,6.0,2021,Jemi
4,HGI,2.0,2021,Jemi
5,TTweII,92.0,2021,Jemi
6,HYYÖU,4.0,2021,Jemi
7,HNGU,28.0,2021,Jemi
8,TDBGI,45.0,2021,Jemi
9,TDMI,4.0,2021,Jemi
10,TDBSI,28.0,2021,Jemi
11,TDMaI,107.0,2021,Jemi
12,TDYDI,95.0,2021,Jemi
13,TDU,86.0,2021,Jemi
14,TMDDI,21.0,2021,Jemi
15,TOHI,0.0,2021,Jemi
16,TOHU,12.0,2021,Jemi
17,TITU,1.0,2021,Jemi
18,HAA,0.0,2021,Jemi
19,TDÇA,2.0,2021,Jemi
20,TMK,16.0,2021,Jemi
21,TDMugI,12.0,2021,Jemi
1,TDLU,76.0,2022,Elibrary.ru
2,TDEI,181.0,2022,Elibrary.ru
3,TITUKI,60.0,2022,Elibrary.ru
4,HGI,15.0,2022,Elibrary.ru
5,TTweII,58.0,2022,Elibrary.ru
6,HYYÖU,39.0,2022,Elibrary.ru
7,HNGU,237.0,2022,Elibrary.ru
8,TDBGI,88.0,2022,Elibrary.ru
9,TDMI,16.0,2022,Elibrary.ru
10,TDBSI,41.0,2022,Elibrary.ru
11,TDMaI,251.0,2022,Elibrary.ru
12,TDYDI,727.0,2022,Elibrary.ru
13,TDU,119.0,2022,Elibrary.ru
14,TMDDI,43.0,2022,Elibrary.ru
15,TOHI,23.0,2022,Elibrary.ru
16,TOHU,415.0,2022,Elibrary.ru
17,TITU,2.0,2022,Elibrary.ru
18,HAA,0.0,2022,Elibrary.ru
19,TDÇA,6.0,2022,Elibrary.ru
20,TMK,7.0,2022,Elibrary.ru
21,TDMugI,15.0,2022,Elibrary.ru
1,TDLU,31.0,2022,РИНЦ
2,TDEI,39.0,2022,РИНЦ
3,TITUKI,5.0,2022,РИНЦ
4,HGI,4.0,2022,РИНЦ
5,TTweII,6.0,2022,РИНЦ
6,HYYÖU,4.0,2022,РИНЦ
7,HNGU,63.0,2022,РИНЦ
8,TDBGI,23.0,2022,РИНЦ
9,TDMI,1.0,2022,РИНЦ
10,TDBSI,15.0,2022,РИНЦ
11,TDMaI,12.0,2022,РИНЦ
12,TDYDI,55.0,2022,РИНЦ
13,TDU,38.0,2022,РИНЦ
14,TMDDI,16.0,2022,РИНЦ
15,TOHI,0.0,2022,РИНЦ
16,TOHU,4.0,2022,РИНЦ
17,TITU,0.0,2022,РИНЦ
18,HAA,0.0,2022,РИНЦ
19,TDÇA,0.0,2022,РИНЦ
20,TMK,5.0,2022,РИНЦ
21,TDMugI,14.0,2022,РИНЦ
1,TDLU,0.0,2022,Web of Science ýa-da Scopus
2,TDEI,7.0,2022,Web of Science ýa-da Scopus
3,TITUKI,0.0,2022,Web of Science ýa-da Scopus
4,HGI,0.0,2022,Web of Science ýa-da Scopus
5,TTweII,1.0,2022,Web of Science ýa-da Scopus
6,HYYÖU,2.0,2022,Web of Science ýa-da Scopus
7,HNGU,0.0,2022,Web of Science ýa-da Scopus
8,TDBGI,0.0,2022,Web of Science ýa-da Scopus
9,TDMI,0.0,2022,Web of Science ýa-da Scopus
10,TDBSI,0.0,2022,Web of Science ýa-da Scopus
11,TDMaI,0.0,2022,Web of Science ýa-da Scopus
12,TDYDI,0.0,2022,Web of Science ýa-da Scopus
13,TDU,1.0,2022,Web of Science ýa-da Scopus
14,TMDDI,0.0,2022,Web of Science ýa-da Scopus
15,TOHI,0.0,2022,Web of Science ýa-da Scopus
16,TOHU,0.0,2022,Web of Science ýa-da Scopus
17,TITU,4.0,2022,Web of Science ýa-da Scopus
18,HAA,0.0,2022,Web of Science ýa-da Scopus
19,TDÇA,0.0,2022,Web of Science ýa-da Scopus
20,TMK,0.0,2022,Web of Science ýa-da Scopus
21,TDMugI,0.0,2022,Web of Science ýa-da Scopus
1,TDLU,107.0,2022,Jemi
2,TDEI,227.0,2022,Jemi
3,TITUKI,65.0,2022,Jemi
4,HGI,19.0,2022,Jemi
5,TTweII,65.0,2022,Jemi
6,HYYÖU,45.0,2022,Jemi
7,HNGU,300.0,2022,Jemi
8,TDBGI,111.0,2022,Jemi
9,TDMI,17.0,2022,Jemi
10,TDBSI,56.0,2022,Jemi
11,TDMaI,263.0,2022,Jemi
12,TDYDI,782.0,2022,Jemi
13,TDU,158.0,2022,Jemi
14,TMDDI,59.0,2022,Jemi
15,TOHI,23.0,2022,Jemi
16,TOHU,419.0,2022,Jemi
17,TITU,6.0,2022,Jemi
18,HAA,0.0,2022,Jemi
19,TDÇA,6.0,2022,Jemi
20,TMK,12.0,2022,Jemi
21,TDMugI,29.0,2022,Jemi
1,TDLU,111.0,2023,Elibrary.ru
2,TDEI,317.0,2023,Elibrary.ru
3,TITUKI,419.0,2023,Elibrary.ru
4,HGI,63.0,2023,Elibrary.ru
5,TTweII,166.0,2023,Elibrary.ru
6,HYYÖU,42.0,2023,Elibrary.ru
7,HNGU,572.0,2023,Elibrary.ru
8,TDBGI,1084.0,2023,Elibrary.ru
9,TDMI,58.0,2023,Elibrary.ru
10,TDBSI,93.0,2023,Elibrary.ru
11,TDMaI,495.0,2023,Elibrary.ru
12,TDYDI,1135.0,2023,Elibrary.ru
13,TDU,738.0,2023,Elibrary.ru
14,TMDDI,148.0,2023,Elibrary.ru
15,TOHI,259.0,2023,Elibrary.ru
16,TOHU,673.0,2023,Elibrary.ru
17,TITU,23.0,2023,Elibrary.ru
18,HAA,61.0,2023,Elibrary.ru
19,TDÇA,15.0,2023,Elibrary.ru
20,TMK,19.0,2023,Elibrary.ru
21,TDMugI,34.0,2023,Elibrary.ru
1,TDLU,18.0,2023,РИНЦ
2,TDEI,32.0,2023,РИНЦ
3,TITUKI,14.0,2023,РИНЦ
4,HGI,6.0,2023,РИНЦ
5,TTweII,15.0,2023,РИНЦ
6,HYYÖU,1.0,2023,РИНЦ
7,HNGU,80.0,2023,РИНЦ
8,TDBGI,155.0,2023,РИНЦ
9,TDMI,1.0,2023,РИНЦ
10,TDBSI,42.0,2023,РИНЦ
11,TDMaI,5.0,2023,РИНЦ
12,TDYDI,38.0,2023,РИНЦ
13,TDU,80.0,2023,РИНЦ
14,TMDDI,17.0,2023,РИНЦ
15,TOHI,33.0,2023,РИНЦ
16,TOHU,4.0,2023,РИНЦ
17,TITU,3.0,2023,РИНЦ
18,HAA,0.0,2023,РИНЦ
19,TDÇA,0.0,2023,РИНЦ
20,TMK,11.0,2023,РИНЦ
21,TDMugI,15.0,2023,РИНЦ
1,TDLU,1.0,2023,Web of Science ýa-da Scopus
2,TDEI,6.0,2023,Web of Science ýa-da Scopus
3,TITUKI,0.0,2023,Web of Science ýa-da Scopus
4,HGI,0.0,2023,Web of Science ýa-da Scopus
5,TTweII,2.0,2023,Web of Science ýa-da Scopus
6,HYYÖU,0.0,2023,Web of Science ýa-da Scopus
7,HNGU,2.0,2023,Web of Science ýa-da Scopus
8,TDBGI,4.0,2023,Web of Science ýa-da Scopus
9,TDMI,0.0,2023,Web of Science ýa-da Scopus
10,TDBSI,0.0,2023,Web of Science ýa-da Scopus
11,TDMaI,2.0,2023,Web of Science ýa-da Scopus
12,TDYDI,0.0,2023,Web of Science ýa-da Scopus
13,TDU,3.0,2023,Web of Science ýa-da Scopus
14,TMDDI,0.0,2023,Web of Science ýa-da Scopus
15,TOHI,0.0,2023,Web of Science ýa-da Scopus
16,TOHU,5.0,2023,Web of Science ýa-da Scopus
17,TITU,1.0,2023,Web of Science ýa-da Scopus
18,HAA,0.0,2023,Web of Science ýa-da Scopus
19,TDÇA,0.0,2023,Web of Science ýa-da Scopus
20,TMK,0.0,2023,Web of Science ýa-da Scopus
21,TDMugI,4.0,2023,Web of Science ýa-da Scopus
1,TDLU,130.0,2023,Jemi
2,TDEI,355.0,2023,Jemi
3,TITUKI,433.0,2023,Jemi
4,HGI,69.0,2023,Jemi
5,TTweII,183.0,2023,Jemi
6,HYYÖU,43.0,2023,Jemi
7,HNGU,654.0,2023,Jemi
8,TDBGI,1243.0,2023,Jemi
9,TDMI,59.0,2023,Jemi
10,TDBSI,135.0,2023,Jemi
11,TDMaI,502.0,2023,Jemi
12,TDYDI,1173.0,2023,Jemi
13,TDU,821.0,2023,Jemi
14,TMDDI,165.0,2023,Jemi
15,TOHI,292.0,2023,Jemi
16,TOHU,682.0,2023,Jemi
17,TITU,27.0,2023,Jemi
18,HAA,61.0,2023,Jemi
19,TDÇA,15.0,2023,Jemi
20,TMK,30.0,2023,Jemi
21,TDMugI,53.0,2023,Jemi
1,TDLU,268.0,2024,Elibrary.ru
2,TDEI,346.0,2024,Elibrary.ru
3,TITUKI,604.0,2024,Elibrary.ru
4,HGI,23.0,2024,Elibrary.ru
5,TTweII,399.0,2024,Elibrary.ru
6,HYYÖU,41.0,2024,Elibrary.ru
7,HNGU,528.0,2024,Elibrary.ru
8,TDBGI,1225.0,2024,Elibrary.ru
9,TDMI,56.0,2024,Elibrary.ru
10,TDBSI,111.0,2024,Elibrary.ru
11,TDMaI,519.0,2024,Elibrary.ru
12,TDYDI,828.0,2024,Elibrary.ru
13,TDU,1329.0,2024,Elibrary.ru
14,TMDDI,418.0,2024,Elibrary.ru
15,TOHI,427.0,2024,Elibrary.ru
16,TOHU,905.0,2024,Elibrary.ru
17,TITU,96.0,2024,Elibrary.ru
18,HAA,281.0,2024,Elibrary.ru
19,TDÇA,19.0,2024,Elibrary.ru
20,TMK,17.0,2024,Elibrary.ru
21,TDMugI,142.0,2024,Elibrary.ru
1,TDLU,41.0,2024,РИНЦ
2,TDEI,31.0,2024,РИНЦ
3,TITUKI,8.0,2024,РИНЦ
4,HGI,9.0,2024,РИНЦ
5,TTweII,19.0,2024,РИНЦ
6,HYYÖU,7.0,2024,РИНЦ
7,HNGU,39.0,2024,РИНЦ
8,TDBGI,185.0,2024,РИНЦ
9,TDMI,1.0,2024,РИНЦ
10,TDBSI,38.0,2024,РИНЦ
11,TDMaI,8.0,2024,РИНЦ
12,TDYDI,24.0,2024,РИНЦ
13,TDU,69.0,2024,РИНЦ
14,TMDDI,6.0,2024,РИНЦ
15,TOHI,121.0,2024,РИНЦ
16,TOHU,31.0,2024,РИНЦ
17,TITU,8.0,2024,РИНЦ
18,HAA,0.0,2024,РИНЦ
19,TDÇA,0.0,2024,РИНЦ
20,TMK,4.0,2024,РИНЦ
21,TDMugI,26.0,2024,РИНЦ
1,TDLU,1.0,2024,Web of Science ýa-da Scopus
2,TDEI,6.0,2024,Web of Science ýa-da Scopus
3,TITUKI,7.0,2024,Web of Science ýa-da Scopus
4,HGI,0.0,2024,Web of Science ýa-da Scopus
5,TTweII,2.0,2024,Web of Science ýa-da Scopus
6,HYYÖU,2.0,2024,Web of Science ýa-da Scopus
7,HNGU,5.0,2024,Web of Science ýa-da Scopus
8,TDBGI,2.0,2024,Web of Science ýa-da Scopus
9,TDMI,0.0,2024,Web of Science ýa-da Scopus
10,TDBSI,1.0,2024,Web of Science ýa-da Scopus
11,TDMaI,0.0,2024,Web of Science ýa-da Scopus
12,TDYDI,2.0,2024,Web of Science ýa-da Scopus
13,TDU,7.0,2024,Web of Science ýa-da Scopus
14,TMDDI,1.0,2024,Web of Science ýa-da Scopus
15,TOHI,3.0,2024,Web of Science ýa-da Scopus
16,TOHU,1.0,2024,Web of Science ýa-da Scopus
17,TITU,1.0,2024,Web of Science ýa-da Scopus
18,HAA,2.0,2024,Web of Science ýa-da Scopus
19,TDÇA,0.0,2024,Web of Science ýa-da Scopus
20,TMK,0.0,2024,Web of Science ýa-da Scopus
21,TDMugI,2.0,2024,Web of Science ýa-da Scopus
1,TDLU,310.0,2024,Jemi
2,TDEI,383.0,2024,Jemi
3,TITUKI,619.0,2024,Jemi
4,HGI,32.0,2024,Jemi
5,TTweII,420.0,2024,Jemi
6,HYYÖU,50.0,2024,Jemi
7,HNGU,572.0,2024,Jemi
8,TDBGI,1412.0,2024,Jemi
9,TDMI,57.0,2024,Jemi
10,TDBSI,150.0,2024,Jemi
11,TDMaI,527.0,2024,Jemi
12,TDYDI,854.0,2024,Jemi
13,TDU,1405.0,2024,Jemi
14,TMDDI,425.0,2024,Jemi
15,TOHI,551.0,2024,Jemi
16,TOHU,937.0,2024,Jemi
17,TITU,105.0,2024,Jemi
18,HAA,283.0,2024,Jemi
19,TDÇA,19.0,2024,Jemi
20,TMK,21.0,2024,Jemi
21,TDMugI,170.0,2024,Jemi
