University Index,University,Count,Year,Type
20,TDEI,1.0,2009,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
21,TOHI,0.0,2009,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
1,TDU,3.0,2009,ylymlaryň kandidaty
2,HYÖU,0.0,2009,ylymlaryň kandidaty
3,HNGU,0.0,2009,ylymlaryň kandidaty
4,TDBGI,0.0,2009,ylymlaryň kandidaty
5,TDLU,8.0,2009,ylymlaryň kandidaty
6,TDBSI,0.0,2009,ylymlaryň kandidaty
7,HGI,0.0,2009,ylymlaryň kandidaty
8,TDMaI,0.0,2009,ylymlaryň kandidaty
9,TDYDI,1.0,2009,ylymlaryň kandidaty
10,TTweII,2.0,2009,ylymlaryň kandidaty
11,TMDDI,2.0,2009,ylymlaryň kandidaty
12,TITU,0.0,2009,ylymlaryň kandidaty
13,TITUKI,0.0,2009,ylymlaryň kandidaty
14,HAA,0.0,2009,ylymlaryň kandidaty
15,TOHU,0.0,2009,ylymlaryň kandidaty
16,TDMI,0.0,2009,ylymlaryň kandidaty
17,TMK,0.0,2009,ylymlaryň kandidaty
18,TDÇA,0.0,2009,ylymlaryň kandidaty
19,SSTDMI,6.0,2009,ylymlaryň kandidaty
20,TDEI,1.0,2009,ylymlaryň kandidaty
21,TOHI,0.0,2009,ylymlaryň kandidaty
1,TDU,0.0,2009,ylymlaryň doktory
2,HYÖU,0.0,2009,ylymlaryň doktory
3,HNGU,0.0,2009,ylymlaryň doktory
4,TDBGI,0.0,2009,ylymlaryň doktory
5,TDLU,1.0,2009,ylymlaryň doktory
6,TDBSI,0.0,2009,ylymlaryň doktory
7,HGI,1.0,2009,ylymlaryň doktory
8,TDMaI,0.0,2009,ylymlaryň doktory
9,TDYDI,0.0,2009,ylymlaryň doktory
10,TTweII,1.0,2009,ylymlaryň doktory
11,TMDDI,0.0,2009,ylymlaryň doktory
12,TITU,0.0,2009,ylymlaryň doktory
13,TITUKI,0.0,2009,ylymlaryň doktory
14,HAA,0.0,2009,ylymlaryň doktory
15,TOHU,0.0,2009,ylymlaryň doktory
16,TDMI,0.0,2009,ylymlaryň doktory
17,TMK,0.0,2009,ylymlaryň doktory
18,TDÇA,0.0,2009,ylymlaryň doktory
19,SSTDMI,0.0,2009,ylymlaryň doktory
20,TDEI,0.0,2009,ylymlaryň doktory
21,TOHI,0.0,2009,ylymlaryň doktory
1,TDU,1.0,2009,dosent
2,HYÖU,0.0,2009,dosent
3,HNGU,0.0,2009,dosent
4,TDBGI,0.0,2009,dosent
5,TDLU,2.0,2009,dosent
6,TDBSI,0.0,2009,dosent
7,HGI,0.0,2009,dosent
8,TDMaI,0.0,2009,dosent
9,TDYDI,0.0,2009,dosent
10,TTweII,0.0,2009,dosent
11,TMDDI,0.0,2009,dosent
12,TITU,0.0,2009,dosent
13,TITUKI,0.0,2009,dosent
14,HAA,0.0,2009,dosent
15,TOHU,0.0,2009,dosent
16,TDMI,0.0,2009,dosent
17,TMK,0.0,2009,dosent
18,TDÇA,0.0,2009,dosent
19,SSTDMI,2.0,2009,dosent
20,TDEI,0.0,2009,dosent
21,TOHI,0.0,2009,dosent
1,TDU,0.0,2009,professor
2,HYÖU,0.0,2009,professor
3,HNGU,0.0,2009,professor
4,TDBGI,0.0,2009,professor
5,TDLU,1.0,2009,professor
6,TDBSI,0.0,2009,professor
7,HGI,0.0,2009,professor
8,TDMaI,0.0,2009,professor
9,TDYDI,0.0,2009,professor
10,TTweII,0.0,2009,professor
11,TMDDI,0.0,2009,professor
12,TITU,0.0,2009,professor
13,TITUKI,0.0,2009,professor
14,HAA,0.0,2009,professor
15,TOHU,0.0,2009,professor
16,TDMI,0.0,2009,professor
17,TMK,0.0,2009,professor
18,TDÇA,0.0,2009,professor
19,SSTDMI,0.0,2009,professor
20,TDEI,0.0,2009,professor
21,TOHI,0.0,2009,professor
1,TDU,4.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
2,HYÖU,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
3,HNGU,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
4,TDBGI,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
5,TDLU,13.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
6,TDBSI,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
7,HGI,1.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
8,TDMaI,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
9,TDYDI,2.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
10,TTweII,2.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
11,TMDDI,2.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
12,TITU,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
13,TITUKI,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
14,HAA,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
15,TOHU,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
16,TDMI,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
17,TMK,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
18,TDÇA,0.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
19,SSTDMI,7.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
20,TDEI,3.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
21,TOHI,1.0,2010,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
1,TDU,3.0,2010,ylymlaryň kandidaty
2,HYÖU,0.0,2010,ylymlaryň kandidaty
3,HNGU,0.0,2010,ylymlaryň kandidaty
4,TDBGI,0.0,2010,ylymlaryň kandidaty
5,TDLU,9.0,2010,ylymlaryň kandidaty
6,TDBSI,0.0,2010,ylymlaryň kandidaty
7,HGI,0.0,2010,ylymlaryň kandidaty
8,TDMaI,0.0,2010,ylymlaryň kandidaty
9,TDYDI,2.0,2010,ylymlaryň kandidaty
10,TTweII,1.0,2010,ylymlaryň kandidaty
11,TMDDI,2.0,2010,ylymlaryň kandidaty
12,TITU,0.0,2010,ylymlaryň kandidaty
13,TITUKI,0.0,2010,ylymlaryň kandidaty
14,HAA,0.0,2010,ylymlaryň kandidaty
15,TOHU,0.0,2010,ylymlaryň kandidaty
16,TDMI,0.0,2010,ylymlaryň kandidaty
17,TMK,0.0,2010,ylymlaryň kandidaty
18,TDÇA,0.0,2010,ylymlaryň kandidaty
19,SSTDMI,6.0,2010,ylymlaryň kandidaty
20,TDEI,3.0,2010,ylymlaryň kandidaty
21,TOHI,1.0,2010,ylymlaryň kandidaty
1,TDU,0.0,2010,ylymlaryň doktory
2,HYÖU,0.0,2010,ylymlaryň doktory
3,HNGU,0.0,2010,ylymlaryň doktory
4,TDBGI,0.0,2010,ylymlaryň doktory
5,TDLU,1.0,2010,ylymlaryň doktory
6,TDBSI,0.0,2010,ylymlaryň doktory
7,HGI,1.0,2010,ylymlaryň doktory
8,TDMaI,0.0,2010,ylymlaryň doktory
9,TDYDI,0.0,2010,ylymlaryň doktory
10,TTweII,1.0,2010,ylymlaryň doktory
11,TMDDI,0.0,2010,ylymlaryň doktory
12,TITU,0.0,2010,ylymlaryň doktory
13,TITUKI,0.0,2010,ylymlaryň doktory
14,HAA,0.0,2010,ylymlaryň doktory
15,TOHU,0.0,2010,ylymlaryň doktory
16,TDMI,0.0,2010,ylymlaryň doktory
17,TMK,0.0,2010,ylymlaryň doktory
18,TDÇA,0.0,2010,ylymlaryň doktory
19,SSTDMI,0.0,2010,ylymlaryň doktory
20,TDEI,0.0,2010,ylymlaryň doktory
21,TOHI,0.0,2010,ylymlaryň doktory
1,TDU,1.0,2010,dosent
2,HYÖU,0.0,2010,dosent
3,HNGU,0.0,2010,dosent
4,TDBGI,0.0,2010,dosent
5,TDLU,2.0,2010,dosent
6,TDBSI,0.0,2010,dosent
7,HGI,0.0,2010,dosent
8,TDMaI,0.0,2010,dosent
9,TDYDI,0.0,2010,dosent
10,TTweII,0.0,2010,dosent
11,TMDDI,0.0,2010,dosent
12,TITU,0.0,2010,dosent
13,TITUKI,0.0,2010,dosent
14,HAA,0.0,2010,dosent
15,TOHU,0.0,2010,dosent
16,TDMI,0.0,2010,dosent
17,TMK,0.0,2010,dosent
18,TDÇA,0.0,2010,dosent
19,SSTDMI,1.0,2010,dosent
20,TDEI,0.0,2010,dosent
21,TOHI,0.0,2010,dosent
1,TDU,0.0,2010,professor
2,HYÖU,0.0,2010,professor
3,HNGU,0.0,2010,professor
4,TDBGI,0.0,2010,professor
5,TDLU,1.0,2010,professor
6,TDBSI,0.0,2010,professor
7,HGI,0.0,2010,professor
8,TDMaI,0.0,2010,professor
9,TDYDI,0.0,2010,professor
10,TTweII,0.0,2010,professor
11,TMDDI,0.0,2010,professor
12,TITU,0.0,2010,professor
13,TITUKI,0.0,2010,professor
14,HAA,0.0,2010,professor
15,TOHU,0.0,2010,professor
16,TDMI,0.0,2010,professor
17,TMK,0.0,2010,professor
18,TDÇA,0.0,2010,professor
19,SSTDMI,0.0,2010,professor
20,TDEI,0.0,2010,professor
21,TOHI,0.0,2010,professor
1,TDU,5.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
2,HYÖU,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
3,HNGU,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
4,TDBGI,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
5,TDLU,12.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
6,TDBSI,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
7,HGI,1.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
8,TDMaI,3.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
9,TDYDI,2.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
10,TTweII,2.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
11,TMDDI,2.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
12,TITU,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
13,TITUKI,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
14,HAA,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
15,TOHU,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
16,TDMI,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
17,TMK,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
18,TDÇA,0.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
19,SSTDMI,7.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
20,TDEI,3.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
21,TOHI,1.0,2011,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
1,TDU,4.0,2011,ylymlaryň kandidaty
2,HYÖU,0.0,2011,ylymlaryň kandidaty
3,HNGU,0.0,2011,ylymlaryň kandidaty
4,TDBGI,0.0,2011,ylymlaryň kandidaty
5,TDLU,8.0,2011,ylymlaryň kandidaty
6,TDBSI,0.0,2011,ylymlaryň kandidaty
7,HGI,0.0,2011,ylymlaryň kandidaty
8,TDMaI,2.0,2011,ylymlaryň kandidaty
9,TDYDI,2.0,2011,ylymlaryň kandidaty
10,TTweII,1.0,2011,ylymlaryň kandidaty
11,TMDDI,2.0,2011,ylymlaryň kandidaty
12,TITU,0.0,2011,ylymlaryň kandidaty
13,TITUKI,0.0,2011,ylymlaryň kandidaty
14,HAA,0.0,2011,ylymlaryň kandidaty
15,TOHU,0.0,2011,ylymlaryň kandidaty
16,TDMI,0.0,2011,ylymlaryň kandidaty
17,TMK,0.0,2011,ylymlaryň kandidaty
18,TDÇA,0.0,2011,ylymlaryň kandidaty
19,SSTDMI,6.0,2011,ylymlaryň kandidaty
20,TDEI,3.0,2011,ylymlaryň kandidaty
21,TOHI,1.0,2011,ylymlaryň kandidaty
1,TDU,0.0,2011,ylymlaryň doktory
2,HYÖU,0.0,2011,ylymlaryň doktory
3,HNGU,0.0,2011,ylymlaryň doktory
4,TDBGI,0.0,2011,ylymlaryň doktory
5,TDLU,1.0,2011,ylymlaryň doktory
6,TDBSI,0.0,2011,ylymlaryň doktory
7,HGI,1.0,2011,ylymlaryň doktory
8,TDMaI,0.0,2011,ylymlaryň doktory
9,TDYDI,0.0,2011,ylymlaryň doktory
10,TTweII,1.0,2011,ylymlaryň doktory
11,TMDDI,0.0,2011,ylymlaryň doktory
12,TITU,0.0,2011,ylymlaryň doktory
13,TITUKI,0.0,2011,ylymlaryň doktory
14,HAA,0.0,2011,ylymlaryň doktory
15,TOHU,0.0,2011,ylymlaryň doktory
16,TDMI,0.0,2011,ylymlaryň doktory
17,TMK,0.0,2011,ylymlaryň doktory
18,TDÇA,0.0,2011,ylymlaryň doktory
19,SSTDMI,0.0,2011,ylymlaryň doktory
20,TDEI,0.0,2011,ylymlaryň doktory
21,TOHI,0.0,2011,ylymlaryň doktory
1,TDU,1.0,2011,dosent
2,HYÖU,0.0,2011,dosent
3,HNGU,0.0,2011,dosent
4,TDBGI,0.0,2011,dosent
5,TDLU,2.0,2011,dosent
6,TDBSI,0.0,2011,dosent
7,HGI,0.0,2011,dosent
8,TDMaI,1.0,2011,dosent
9,TDYDI,0.0,2011,dosent
10,TTweII,0.0,2011,dosent
11,TMDDI,0.0,2011,dosent
12,TITU,0.0,2011,dosent
13,TITUKI,0.0,2011,dosent
14,HAA,0.0,2011,dosent
15,TOHU,0.0,2011,dosent
16,TDMI,0.0,2011,dosent
17,TMK,0.0,2011,dosent
18,TDÇA,0.0,2011,dosent
19,SSTDMI,1.0,2011,dosent
20,TDEI,0.0,2011,dosent
21,TOHI,0.0,2011,dosent
1,TDU,0.0,2011,professor
2,HYÖU,0.0,2011,professor
3,HNGU,0.0,2011,professor
4,TDBGI,0.0,2011,professor
5,TDLU,1.0,2011,professor
6,TDBSI,0.0,2011,professor
7,HGI,0.0,2011,professor
8,TDMaI,0.0,2011,professor
9,TDYDI,0.0,2011,professor
10,TTweII,0.0,2011,professor
11,TMDDI,0.0,2011,professor
12,TITU,0.0,2011,professor
13,TITUKI,0.0,2011,professor
14,HAA,0.0,2011,professor
15,TOHU,0.0,2011,professor
16,TDMI,0.0,2011,professor
17,TMK,0.0,2011,professor
18,TDÇA,0.0,2011,professor
19,SSTDMI,0.0,2011,professor
20,TDEI,0.0,2011,professor
21,TOHI,0.0,2011,professor
1,TDU,7.0,2012,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
2,HYÖU,0.0,2012,Alymlyk derejeli we alymlyk atly işgärleriň jemi sany
